Knock-out Genes,Method Names,Fraggle Scores,The Most Similar Inhibitors,Result Mols
SMAD3,Pre-trained hierVAE Generate,0.46,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(C(=O)NC3=CC=CC=C3)C)=CC1,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2OC1CN(C)Cc1ccc(C(=O)O)cc1
SMAD3,Pre-trained hierVAE Generate,0.29,FC(F)(F)C1=CC=C(NC(=O)N(C[C@H]2OC=3C(C(=O)N(C[C@@H]2C)[C@@H](CO)C)=CC(NC(=O)NC4=CC=C(C(F)(F)F)C=C4)=CC3)C)C=C1,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccc(C(F)(F)F)cc3)ccc2OC1CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1
SMAD3,Pre-trained hierVAE Generate,0.47,S(=O)(=O)(N(C[C@H]1OC=2C(C(=O)N(C[C@@H]1C)[C@@H](CO)C)=CC(NC(=O)NC3=CC=C(OC)C=C3)=CC2)C)C,CC(C)NC(=O)Nc1ccc2c(c1)OC(CN(C)Cc1cccnc1)C(C)CN(C(C)CO)S2(=O)=O
SMAD3,Pre-trained hierVAE Generate,0.35,O1C2=C(C(=O)N(C[C@@H]([C@@H]1CN(CC3CCCCC3)C)C)[C@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,CCCC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)CC)C(C)CO2
SMAD3,Pre-trained hierVAE Generate,0.46,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.25,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)CCC(F)(F)F)OCCCCC(C)O3)cc1
SMAD3,Pre-trained hierVAE Generate,0.4,O1[C@H]2[C@@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@@H](O[C@H]2CO)CC(=O)NC5CCCCC5,CC(C)C(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCC3CC3)OC(CO)C1O2
SMAD3,Pre-trained hierVAE Generate,0.44,O1[C@@H]2[C@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@H](O[C@@H]2CO)CC(=O)NCC5=CC=C(OC)C=C5,COc1ccc(NC(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCc4ccccc4)OC(CO)C2O3)cc1
SMAD3,Pre-trained hierVAE Generate,0.55,O1C2=C(OC1)C=CC(=C2)CC(=NC(=O)C)C(=O)NCCCO,CCCNC(=O)CC1C=CC(NC(=O)c2ccc3c(c2)OCO3)C(CO)O1
SMAD3,Pre-trained hierVAE Generate,0.34,ClC1=CC=C(S(=O)(=O)N(C[C@@H]2OCCCC[C@@H](OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)NC4=CC=C(F)C=C4)C=C3)C)C)C=C1,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)S(=O)(=O)c1ccc(C(F)(F)F)cc1)OCCCCC(C)O2
SMAD3,Pre-trained hierVAE Generate,0.3,BrC=1C=C2O[C@H]([C@@H](CN(S(=O)(=O)C2=CC1)[C@H](CO)C)C)CN(C(=O)C3=C(F)C=CC=C3)C,CC1CN(C(C)CO)S(=O)(=O)c2ccc(-c3ccccc3C(=O)N(C)C)cc2OC1CN(C)C(=O)c1ccc(C(F)(F)F)cc1
SMAD3,Pre-trained hierVAE Generate,0.01,O1C2=C(C(=O)N(C[C@@H]([C@@H]1CN(CC3CCCCC3)C)C)[C@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,CCCC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)CC)C(C)CO2
SMAD3,Pre-trained hierVAE Generate,0.28,O1[C@@H]2[C@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@H](O[C@@H]2CO)CC(=O)NCC5=CC=C(OC)C=C5,CN(C)c1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2
SMAD3,Pre-trained hierVAE Generate,0.54,S(=O)(=O)(N(C[C@H]1OC2=C(C(=O)N(C[C@@H]1C)[C@@H](CO)C)C=CC=C2NC(=O)NC3CCCCC3)C)C=4SC=CC4,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3C(=O)N(C)C)cc2OC1CN(C)C(=O)NC1CCCCC1
SMAD3,Pre-trained hierVAE Generate,0.5,O1C=2C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC3=CC=CC=C3)C)C)[C@@H](CO)C)=CC(NC(=O)C4CCCCC4)=CC2,CC1CCCCOC(CN(C)CC2CCCCC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3ccccc3)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.38,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.42,S(O)(=O)(=NC1=CC2=C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(CC=3C=C4OCOC4=CC3)C)C=C1)C,Cc1ccccc1-c1ccc2c(c1)OC(CN(C)C(=O)c1ccc3c(c1)OCO3)C(C)CN(C(C)CO)S2(=O)=O
SMAD3,Pre-trained hierVAE Generate,0.4,S(=O)(=O)(N(C[C@H]1OC2=C(C(=O)N(C[C@@H]1C)[C@@H](CO)C)C=C(NS(=O)(=O)C3=CC=C(F)C=C3)C=C2)C)C4=CC=C(F)C=C4,COC1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(F)cc3)ccc2OCC(C)NCC1C
SMAD3,Pre-trained hierVAE Generate,0.51,BrC=1C=C2O[C@H]([C@@H](CN(S(=O)(=O)C2=CC1)[C@H](CO)C)C)CN(C(=O)C3=C(F)C=CC=C3)C,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#CC(C)(C)C)cc2OC1CN(C)C(=O)c1ccc(F)cc1
SMAD3,Pre-trained hierVAE Generate,0.43,O=C(NC=1C(=CC=CC1)C)C=2C=C(C(=O)NC=3C(=CC=CC3)C)C=CC2,Cc1ccccc1NC(=O)c1ccc(NC(=O)C(C)CC(C)C)cc1
SMAD3,Pre-trained hierVAE Generate,0.38,FC(F)(F)C1=CC=C(NC(=O)NC2=CC3=C(O[C@@H]([C@H](CN(C3=O)[C@@H](CO)C)C)CN(C(=O)NC(C)C)C)C=C2)C=C1,CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1)O2
SMAD3,Pre-trained hierVAE Generate,0.24,O1C2=C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC3=CC=CC=C3)C)C)[C@@H](CO)C)C=CC=C2NC(=O)NC4=CC=C(OC)C=C4,COc1ccc(CNC(=O)N(C)CC2Oc3ccc(NC(=O)NC(C)C)cc3C(=O)N(C(C)CO)CC2C)cc1
SMAD3,Pre-trained hierVAE Generate,0.18,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@@H](CN(C(=O)C2)[C@@H](CO)C)C)CN(C(=O)NC=3C=CC=CC3)C)=CC1,CC1CN(C(C)CO)C(=O)Cc2cc(NC(=O)CCC(F)(F)F)ccc2OC1CN(C)Cc1ccc(C(=O)O)cc1
SMAD3,Pre-trained hierVAE Generate,0.36,O1C2=C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC3=C(ON=C3C)C)C)C)[C@@H](CO)C)C=C(NC(=O)CCN4CCOCC4)C=C2,CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)C(=O)Nc1ccc(Oc2ccccn2)cc1
SMAD3,Pre-trained hierVAE Generate,0.44,O1C=2C(C(=O)N(C[C@@H]([C@H]1CN(C)C)C)[C@@H](CO)C)=CC=CC2NC(=O)CCCCCC(=O)NC=3C(N)=CC=CC3,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2OC1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1
SMAD3,Pre-trained hierVAE Generate,0.49,ClC=1C=C(CN(C[C@H]2OCCCC[C@H](OC=3C(C(=O)N(C[C@H]2C)[C@H](CO)C)=CC(NC(=O)NC=4C=CC(F)=CC4)=CC3)C)C)C=CC1Cl,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)OCCCCC(C)O2
SMAD3,Pre-trained hierVAE Generate,0.31,O1C=2C(CC(=O)N(C[C@@H]([C@@H]1CN(C(=O)NC3=C4C(=CC=C3)C=CC=C4)C)C)[C@H](CO)C)=CC(NC(=O)CC5=CC=CC=C5)=CC2,CC(NC(=O)N(C)CC1Oc2ccc(N(C)C)cc2CC(=O)N(C(C)CO)CC1C)c1ccccc1
SMAD3,Pre-trained hierVAE Generate,0.41,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)CCC(F)(F)F)OCCCCC(C)O3)cc1
SMAD3,Pre-trained hierVAE Generate,0.3,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@@H](CN(C(=O)C2)[C@@H](CO)C)C)CN(C(=O)NC=3C=CC=CC3)C)=CC1,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1
SMAD3,Pre-trained hierVAE Generate,0.11,O(C=1C(OCC)=CC(=CC1)CNCCO)CC(=O)NC2=CC=C(C=C2)C(OCC)=O,Nc1ccc(C(=O)OCCNC(=O)c2ccc(OCc3ccc(O)c(O)c3)cc2)cc1
SMAD3,Pre-trained hierVAE Generate,0.28,O=C1N(C2=C(C(=O)N1CCCC(=O)NCCCOC)C=CC=C2)CC(=O)NC3=C(C=CC=C3C)C,CCCNC(=O)N1CC(C)C(OC)CN(C)C(=O)c2cc(NC(=O)c3cccnc3)ccc2OCC1C
SMAD3,Pre-trained hierVAE Generate,0.41,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,COc1ccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3C(=O)N(C(C)CO)CC2C)cc1
SMAD3,Pre-trained hierVAE Generate,0.02,S(=O)(=O)(N(C[C@H]1OC2=C(C(=O)N(C[C@@H]1C)[C@@H](CO)C)C=C(NS(=O)(=O)C3=CC=C(F)C=C3)C=C2)C)C4=CC=C(F)C=C4,COC1CN(C)C(=O)c2cc(NS(=O)(=O)CC(F)(F)F)ccc2OCC(C)N(C(=O)c2cccc(F)c2)CC1C
SMAD3,Pre-trained hierVAE Generate,0.03,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc2ccc(C(F)(F)F)cc2)OCCCCC(C)O3)cc1
SMAD3,Pre-trained hierVAE Generate,0.39,S(=O)(=O)(NC1=CC2=C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(C(=O)NC3CCCCC3)C)C=C1)C4=CC=C(OC)C=C4,CCCNC(=O)N1CC(C)C(OC)CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2OCC1C
SMAD3,Pre-trained hierVAE Generate,0.61,O1C=2C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC3=CC=CC=C3)C)C)[C@@H](CO)C)=CC=CC2NC(=O)NC4=CC=CC=C4,Cc1ccccc1CN(C)CC1Oc2ccc(NC(=O)Nc3ccccc3C)cc2C(=O)N(C(C)CO)CC1C
SMAD3,Pre-trained hierVAE Generate,0.51,O=C(NC(CC)C)CCCC1=CC=CC=C1,CCCCC(C)C(=O)Nc1cccc(C(C)(C)C)c1
SMAD3,Pre-trained hierVAE Generate,0.4,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CN(C(C)CO)C(=O)c2ccccc2-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1
SMAD3,Pre-trained hierVAE Generate,0.48,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@@H](CN(C(=O)C2)[C@@H](CO)C)C)CN(C(=O)NC=3C=CC=CC3)C)=CC1,CC1CN(C(C)CO)C(=O)Cc2cc(NC(=O)CCC(F)(F)F)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
SMAD3,Pre-trained hierVAE Generate,0.46,O1[C@@H]2[C@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@H](O[C@@H]2CO)CC(=O)NCC5=CC=C(OC)C=C5,CCCNC(=O)CC1CC2c3cc(NC(=O)c4cccnc4)ccc3OC2C(CO)O1
SMAD3,Pre-trained hierVAE Generate,0.41,FC(F)(F)C1=CC=C(NC(=O)NC2=CC3=C(O[C@@H]([C@H](CN(C3=O)[C@@H](CO)C)C)CN(C(=O)NC(C)C)C)C=C2)C=C1,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)O2
SMAD3,Pre-trained hierVAE Generate,0.68,O1C=2C(C(=O)N(C[C@@H]([C@H]1CN(CC3=CC=NC=C3)C)C)[C@@H](CO)C)=CC=CC2NC(=O)C4=CC=NC=C4,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2OC1CN(C)C(=O)c1cccnc1
SMAD3,Pre-trained hierVAE Generate,0.01,O1C=2C(OC1)=CC=C(C2)CN(C(=O)CCC(=O)NC3=NC=CC=C3)CC(=O)NCCC(C)C,CN(C)CCCNC(=O)CC1CC2c3cc(NC(=O)C4CC4)ccc3OC2C(CO)O1
SMAD3,Pre-trained hierVAE Generate,0.34,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@@H](CN(C(=O)C2)[C@@H](CO)C)C)CN(C(=O)NC=3C=CC=CC3)C)=CC1,CC(C)NC(=O)N(C)CC1OCCCCC(C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N(C(C)CO)CC1C
SMAD3,Pre-trained hierVAE Generate,0.39,O1[C@@H]2[C@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@H](O[C@@H]2CO)CC(=O)NCC5=CC=C(OC)C=C5,COc1cccc(CNC(=O)CC2CC3c4cc(NC(=O)C5CC5)ccc4OC3C(CO)O2)c1
SMAD3,Pre-trained hierVAE Generate,0.56,O1C2=C(C(=O)N(C[C@H]([C@@H]1CN(C(=O)NC3=C(ON=C3C)C)C)C)[C@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,COc1ccc(NC(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C(=O)N(C(C)CO)CC2C)cc1
SMAD3,Pre-trained hierVAE Generate,0.46,S(=O)(=O)(NC=1C=CC(OC)=CC1)C2=C(N3CCCCC3)C=CC(NC(=O)C4OCCC4)=C2,COc1cccc(S(=O)(=O)NC2CCC(CCNC(=O)Cc3ccccn3)OC2CO)c1
SMAD3,Pre-trained hierVAE Generate,0.66,O1C2=C(C(=O)N(C[C@@H]([C@@H]1CN(CC3CCCCC3)C)C)[C@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,CC1CCCCOC(CN(C)CC2CCCCC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.34,O1C=2C(C(=O)N(C[C@@H]([C@H]1CN(CC3=CC=NC=C3)C)C)[C@@H](CO)C)=CC=CC2NC(=O)C4=CC=NC=C4,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2OC1CN(C)Cc1ccncc1
SMAD3,Pre-trained hierVAE Generate,0.31,O1C2=C(C(=O)N(C[C@@H]([C@@H]1CN(CC3CCCCC3)C)C)[C@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,CC1CCCCOC(CN(C)CC2CC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.54,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,CC1CCCCOC(CN(C)Cc2ccccc2F)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0,OC=1N(C=C2C1N=C3C(=C2C(=O)NCC4=CC=C(OC)C=C4)C=CC=C3)C5CCCCC5,COc1ccc(CNC(=O)C2C(CO)C3c4ccc(-c5ccncc5)c(=O)n4CC2N3C(=O)c2ccncc2)cc1
SMAD3,Pre-trained hierVAE Generate,0.36,ClC1=CC=C(S(=O)(=O)N(C[C@@H]2OC=3C(CC(=O)N(C[C@@H]2C)[C@H](CO)C)=CC(NC(=O)CCC(F)(F)F)=CC3)C)C=C1,CC1CN(C(C)CO)C(=O)Cc2cc(NC(=O)CCC(F)(F)F)ccc2OC1CN(C)S(=O)(=O)c1ccc(F)cc1
SMAD3,Pre-trained hierVAE Generate,0.32,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,CC1CCCCOC(CN(C)C(=O)CCC(F)(F)F)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.46,S(=O)(=O)(NC1=CC=2[C@@H]3[C@H](OC2C=C1)[C@@H](O[C@H](C3)CC(=O)NC4CCCC4)CO)C5=CC=CC=C5,CCCNC(=O)CC1CC2c3cc(NS(=O)(=O)c4ccccc4F)ccc3OC2C(CO)O1
SMAD3,Pre-trained hierVAE Generate,0.45,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)CC2CC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.45,O=C1N(C(C(C2=C1C=CC=C2)C(=O)NCC3OCCC3)C=4C=5C(NC4)=CC=CC5)CCOC,CCCCCC(=O)N1CC2Cn3c(ccc(-c4ccccc4OC)c3=O)C2C1CO
SMAD3,Pre-trained hierVAE Generate,0.28,O1C2=C(C(=O)N(C[C@@H]([C@@H]1CN(CC3CCCCC3)C)C)[C@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,COC1CN(C)C(=O)c2cc(NC(=O)C3CCC3)ccc2OCC(C)N(C(=O)CC2CC2)CC1C
SMAD3,Pre-trained hierVAE Generate,0.33,O1[C@@H]2[C@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@H](O[C@@H]2CO)CC(=O)NCC5=CC=C(OC)C=C5,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)C5CCOCC5)ccc4OC3C(CO)O2)cc1
SMAD3,Pre-trained hierVAE Generate,0.34,BrC=1C=C2O[C@H]([C@@H](CN(S(=O)(=O)C2=CC1)[C@H](CO)C)C)CN(C(=O)C3=C(F)C=CC=C3)C,CC1CN(C(C)CO)S(=O)(=O)c2ccc(-c3ccccc3C(=O)N(C)C)cc2OC1CN(C)C(=O)c1ccc(C(F)(F)F)cc1
SMAD3,Pre-trained hierVAE Generate,0.42,O=C1N([C@@H](CO)C)C[C@@H]([C@@H](OCC=2C(C3=C1N(C=4C3=CC=CC4)C)=CC=CC2)CN(C(OC5=CC=C(OC)C=C5)=O)C)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1
SMAD3,Pre-trained hierVAE Generate,0.19,O1C2=C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC=3C=CC(OC)=CC3)C)C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)C(C)C)C(C)CO2
SMAD3,Pre-trained hierVAE Generate,0.36,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@@H](CN(C(=O)C2)[C@@H](CO)C)C)CN(C(=O)NC=3C=CC=CC3)C)=CC1,CC1CCCCOC(CN(C)C(=O)Nc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.41,O1[C@@H]2[C@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@H](O[C@@H]2CO)CC(=O)NCC5=CC=C(OC)C=C5,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)c5cccnc5)ccc4OC3C(CO)O2)cc1
SMAD3,Pre-trained hierVAE Generate,0.21,ClC=1C=C(CN(C[C@H]2OCCCC[C@H](OC=3C(C(=O)N(C[C@H]2C)[C@H](CO)C)=CC(NC(=O)NC=4C=CC(F)=CC4)=CC3)C)C)C=CC1Cl,CC1CCCCOC(CN(C)Cc2ccccc2C(F)(F)F)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3cc(F)ccc3F)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.36,S(=O)(=O)(NC1=CC2=C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(C(=O)NC=3C=CC(OC)=CC3)C)C=C1)C4=CC=C(OC)C=C4,COC1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OCC(C)N(C(=O)NC(C)C)CC1C
SMAD3,Pre-trained hierVAE Generate,0.41,ClC=1C=C(NC(=O)C2(CN(CC2)C(C)C)C)C=CC1Cl,CC(C)(C)C(=O)N1CC(C(=O)N2CCC(C(=O)Nc3ccc(F)cc3)CC2)C(C(=O)N2CCC(C(=O)N3CCCCC3)C2)C1
SMAD3,Pre-trained hierVAE Generate,0.2,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,Cc1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc2ccccc2C(F)(F)F)O3)cc1
SMAD3,Pre-trained hierVAE Generate,0.33,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.37,O1C2=C(C(=O)N(C[C@@H]([C@H]1CN(C(=O)NC=3C=CC(OC)=CC3)C)C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,CCCNC(=O)N1CC(C)C(OC)CN(C)C(=O)c2ccc(NC(=O)c3ccccc3C)cc2OCC1C
SMAD3,Pre-trained hierVAE Generate,0.84,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.29,ClC=1C=C(CN(C[C@H]2OCCCC[C@H](OC=3C(C(=O)N(C[C@H]2C)[C@H](CO)C)=CC(NC(=O)NC=4C=CC(F)=CC4)=CC3)C)C)C=CC1Cl,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3cc(Cl)ccc3Cl)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.45,ClC1=CC=C(S(=O)(=O)N(C[C@@H]2OC=3C(CC(=O)N(C[C@@H]2C)[C@H](CO)C)=CC(NC(=O)CCC(F)(F)F)=CC3)C)C=C1,COc1cccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C(=O)N(C(C)CO)CC2C)c1
SMAD3,Pre-trained hierVAE Generate,0.2,S(=O)(=O)(NC=1C=2O[C@@H]([C@H](CN(C(=O)C2C=CC1)[C@@H](CO)C)C)CN(S(=O)(=O)C3=CC=C(OC)C=C3)C)C=4N=CN(C4)C,COc1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)S(=O)(=O)c2cn(C)cn2)O3)cc1
SMAD3,Pre-trained hierVAE Generate,0.37,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,CC1CCCCOC(CN(C)Cc2ccc(F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.15,S(=O)(=O)(NC1=CC2=C(O[C@@H]([C@H](CN(C2=O)[C@@H](CO)C)C)CN(C(=O)NC3CCCCC3)C)C=C1)C4=CC=C(OC)C=C4,CCCNC(=O)N1CC(C)C(OC)CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OCC1C
SMAD3,Pre-trained hierVAE Generate,0.51,O(C(=O)C1=C(OC)C=CC=C1)CC(=O)NC(=O)NC2CCCCC2,CC(NC(=O)CC1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)C(CO)O1)c1ccccc1
